LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
4.0,7.0,0.0,0.0,4.0,2.0,3.0,23.0,20.77,27.38,15572.12,0.19,110.0,0.04,865.12,568.69,49.0,61.0,17.0,19.0,27.0,b'N'
8.0,9.0,0.0,1.0,5.0,3.0,4.0,34.0,37.88,18.27,12641.82,0.23,126.0,0.05,702.32,691.97,50.0,76.0,26.0,19.0,45.0,b'N'
3.0,7.0,0.0,7.0,4.0,4.0,1.0,30.0,23.36,25.0,14598.0,0.19,119.0,0.04,811.0,583.92,50.0,69.0,15.0,15.0,42.0,b'Y'
1.0,3.0,0.0,0.0,2.0,2.0,1.0,28.0,31.05,21.47,14318.8,0.22,130.0,0.05,795.49,666.81,51.0,79.0,19.0,16.0,31.0,b'Y'
3.0,35.0,3.0,7.0,18.0,3.0,16.0,43.0,35.97,20.24,14733.34,0.24,135.0,0.05,818.52,727.96,49.0,86.0,23.0,19.0,58.0,b'Y'
1.0,17.0,0.0,0.0,9.0,4.0,1.0,31.0,18.77,27.69,14394.57,0.17,107.0,0.04,799.7,519.79,45.0,62.0,13.0,16.0,34.0,b'Y'
7.0,17.0,0.0,7.0,9.0,2.0,7.0,31.0,25.32,23.29,13740.44,0.2,115.0,0.04,763.36,589.87,44.0,71.0,17.0,18.0,49.0,b'N'
3.0,15.0,0.0,1.0,8.0,8.0,1.0,39.0,48.26,15.44,11500.19,0.25,143.0,0.06,638.9,744.95,57.0,86.0,24.0,13.0,45.0,b'Y'
22.0,9.0,0.0,0.0,5.0,5.0,4.0,57.0,103.45,12.52,16205.79,0.43,206.0,0.08,900.32,1294.79,97.0,109.0,62.0,16.0,81.0,b'N'
4.0,9.0,0.0,5.0,5.0,5.0,1.0,23.0,28.64,20.58,12128.64,0.2,114.0,0.05,673.81,589.37,46.0,68.0,19.0,17.0,34.0,b'N'
3.0,9.0,0.0,1.0,5.0,5.0,1.0,28.0,36.01,18.93,12908.03,0.23,129.0,0.05,717.11,681.82,49.0,80.0,22.0,17.0,34.0,b'N'
8.0,9.0,0.0,1.0,5.0,3.0,1.0,41.0,35.25,19.5,13402.82,0.23,134.0,0.05,744.6,687.32,52.0,82.0,20.0,15.0,52.0,b'N'
2.0,17.0,0.0,1.0,9.0,2.0,6.0,20.0,14.36,28.8,11906.86,0.14,86.0,0.03,661.49,413.43,32.0,54.0,10.0,18.0,25.0,b'N'
8.0,15.0,0.0,5.0,8.0,7.0,4.0,46.0,41.47,19.33,15501.67,0.27,146.0,0.05,861.2,801.81,58.0,88.0,27.0,18.0,61.0,b'Y'
32.0,11.0,1.0,7.0,6.0,5.0,1.0,28.0,35.42,20.14,14372.52,0.24,135.0,0.05,798.47,713.53,47.0,88.0,21.0,18.0,70.0,b'Y'
7.0,29.0,0.0,10.0,15.0,5.0,5.0,37.0,34.48,19.02,12479.45,0.22,125.0,0.05,693.3,655.99,47.0,78.0,21.0,17.0,56.0,b'N'
10.0,21.0,0.0,8.0,11.0,8.0,6.0,42.0,32.65,20.35,13517.8,0.22,124.0,0.05,750.99,664.34,52.0,72.0,23.0,18.0,62.0,b'N'
9.0,15.0,0.0,6.0,8.0,5.0,8.0,45.0,50.87,17.03,14758.72,0.29,156.0,0.06,819.93,866.52,66.0,90.0,31.0,16.0,63.0,b'N'
6.0,19.0,5.0,0.0,10.0,10.0,10.0,35.0,45.86,17.14,13477.0,0.26,144.0,0.06,748.72,786.16,60.0,84.0,28.0,16.0,48.0,b'N'
3.0,11.0,0.0,0.0,6.0,2.0,4.0,24.0,26.88,20.83,11665.16,0.19,111.0,0.05,648.06,559.93,50.0,61.0,18.0,15.0,29.0,b'N'
1.0,13.0,0.0,0.0,7.0,5.0,1.0,30.0,31.88,19.23,11790.68,0.2,111.0,0.05,655.04,613.12,50.0,61.0,26.0,20.0,33.0,b'Y'
8.0,11.0,0.0,2.0,6.0,3.0,3.0,33.0,35.54,19.74,13847.46,0.23,127.0,0.05,769.3,701.49,47.0,80.0,25.0,21.0,46.0,b'N'
3.0,21.0,0.0,6.0,11.0,11.0,9.0,35.0,25.22,23.68,14145.41,0.2,113.0,0.04,785.86,597.25,45.0,68.0,19.0,20.0,46.0,b'N'
5.0,13.0,0.0,2.0,7.0,5.0,1.0,49.0,67.78,15.47,16230.05,0.35,184.0,0.06,901.67,1048.88,84.0,100.0,38.0,14.0,58.0,b'N'
7.0,17.0,0.0,1.0,9.0,7.0,1.0,34.0,28.94,21.0,12762.57,0.2,112.0,0.05,709.03,607.74,44.0,68.0,22.0,21.0,44.0,b'N'
5.0,13.0,0.0,0.0,7.0,5.0,4.0,30.0,30.46,21.07,13517.25,0.21,119.0,0.05,750.96,641.69,51.0,68.0,23.0,19.0,37.0,b'N'
4.0,13.0,0.0,0.0,7.0,6.0,3.0,23.0,26.12,22.5,13224.78,0.2,112.0,0.04,734.71,587.77,50.0,62.0,20.0,18.0,29.0,b'N'
3.0,5.0,1.0,7.0,3.0,2.0,1.0,31.0,22.59,23.16,12115.05,0.17,102.0,0.04,673.06,523.19,39.0,63.0,16.0,19.0,44.0,b'Y'
7.0,3.0,0.0,1.0,2.0,2.0,1.0,34.0,49.46,15.69,12174.48,0.26,143.0,0.06,676.36,775.96,65.0,78.0,29.0,14.0,44.0,b'N'
3.0,13.0,0.0,10.0,7.0,7.0,1.0,28.0,24.21,25.78,16093.4,0.21,126.0,0.04,894.08,624.23,55.0,71.0,16.0,15.0,43.0,b'N'
5.0,9.0,0.0,1.0,5.0,4.0,3.0,27.0,39.29,17.29,11748.9,0.23,123.0,0.06,652.72,679.4,59.0,64.0,29.0,17.0,35.0,b'N'
10.0,1.0,0.0,3.0,1.0,1.0,1.0,40.0,178.2,8.14,11806.16,0.48,257.0,0.12,655.9,1450.47,100.0,157.0,43.0,7.0,55.0,b'N'
4.0,9.0,0.0,2.0,5.0,5.0,1.0,34.0,48.92,15.34,11511.96,0.25,143.0,0.07,639.55,750.45,59.0,84.0,25.0,13.0,44.0,b'N'
4.0,9.0,1.0,5.0,5.0,2.0,1.0,17.0,21.52,24.89,13337.48,0.18,100.0,0.04,740.97,535.76,43.0,57.0,19.0,22.0,29.0,b'Y'
4.0,19.0,0.0,0.0,10.0,4.0,3.0,28.0,34.49,18.9,12318.65,0.22,118.0,0.05,684.37,651.78,45.0,73.0,25.0,21.0,34.0,b'N'
5.0,9.0,0.0,2.0,5.0,5.0,1.0,33.0,48.76,16.56,13371.62,0.27,155.0,0.06,742.87,807.47,69.0,86.0,25.0,12.0,42.0,b'Y'
13.0,7.0,0.0,0.0,4.0,3.0,1.0,46.0,39.32,18.0,12740.7,0.24,133.0,0.06,707.82,707.82,54.0,79.0,24.0,16.0,61.0,b'N'
4.0,19.0,0.0,2.0,10.0,2.0,9.0,18.0,10.65,34.88,12950.3,0.12,79.0,0.03,719.46,371.33,31.0,48.0,8.0,18.0,26.0,b'N'
9.0,15.0,0.0,14.0,8.0,5.0,8.0,48.0,50.87,17.03,14758.72,0.29,156.0,0.06,819.93,866.52,66.0,90.0,31.0,16.0,74.0,b'N'
10.0,13.0,0.0,0.0,7.0,7.0,1.0,26.0,36.67,18.75,12893.4,0.23,132.0,0.05,716.3,687.65,55.0,77.0,22.0,15.0,38.0,b'N'
5.0,17.0,2.0,0.0,9.0,5.0,7.0,26.0,19.26,27.87,14952.52,0.18,103.0,0.04,830.7,536.57,38.0,65.0,15.0,22.0,37.0,b'N'
3.0,22.0,0.0,5.0,13.0,1.0,4.0,40.0,21.82,23.33,11877.81,0.17,97.0,0.04,659.88,509.05,42.0,55.0,18.0,20.0,50.0,b'N'
5.0,19.0,0.0,5.0,10.0,3.0,9.0,24.0,33.42,20.65,14254.47,0.23,128.0,0.05,791.92,690.22,50.0,78.0,23.0,19.0,37.0,b'N'
7.0,9.0,0.0,13.0,5.0,3.0,5.0,35.0,44.17,17.7,13839.54,0.26,140.0,0.06,768.86,781.89,59.0,81.0,30.0,18.0,57.0,b'N'
7.0,17.0,0.0,0.0,9.0,6.0,1.0,38.0,36.56,18.67,12738.85,0.23,131.0,0.05,707.71,682.44,49.0,82.0,21.0,16.0,47.0,b'N'
14.0,5.0,0.0,3.0,3.0,3.0,1.0,42.0,55.85,16.94,16026.87,0.32,183.0,0.06,890.38,946.1,77.0,106.0,25.0,11.0,61.0,b'Y'
8.0,15.0,5.0,4.0,8.0,7.0,1.0,34.0,39.15,18.06,12773.74,0.24,132.0,0.06,709.65,707.2,51.0,81.0,24.0,17.0,53.0,b'N'
1.0,11.0,3.0,0.0,6.0,3.0,1.0,21.0,13.2,30.0,11884.29,0.13,95.0,0.03,660.24,396.14,30.0,65.0,6.0,12.0,27.0,b'N'
3.0,13.0,1.0,0.0,7.0,2.0,4.0,24.0,17.88,28.5,14520.29,0.17,101.0,0.04,806.68,509.48,42.0,59.0,14.0,19.0,30.0,b'N'
4.0,7.0,0.0,0.0,4.0,4.0,1.0,34.0,38.2,17.54,11750.88,0.22,122.0,0.06,652.83,670.01,48.0,74.0,26.0,19.0,42.0,b'N'
5.0,9.0,0.0,9.0,5.0,5.0,4.0,47.0,36.52,17.82,11595.06,0.22,124.0,0.06,644.17,650.74,49.0,75.0,22.0,16.0,63.0,b'N'
3.0,9.0,0.0,0.0,5.0,2.0,3.0,25.0,50.57,15.68,12436.7,0.26,142.0,0.06,690.93,793.06,69.0,73.0,33.0,15.0,30.0,b'N'
11.0,5.0,1.0,6.0,3.0,1.0,1.0,29.0,39.24,17.88,12552.13,0.23,131.0,0.06,697.34,701.84,62.0,69.0,26.0,15.0,49.0,b'N'
3.0,15.0,0.0,2.0,8.0,8.0,4.0,41.0,56.56,15.72,13984.32,0.3,166.0,0.06,776.91,889.35,76.0,90.0,29.0,12.0,49.0,b'N'
9.0,5.0,0.0,1.0,3.0,3.0,1.0,34.0,70.84,13.09,12140.27,0.31,157.0,0.08,674.46,927.38,72.0,85.0,44.0,16.0,48.0,b'Y'
4.0,5.0,0.0,0.0,3.0,2.0,1.0,19.0,38.69,18.0,12536.67,0.23,130.0,0.06,696.48,696.48,46.0,84.0,23.0,18.0,25.0,b'N'
4.0,11.0,0.0,0.0,6.0,2.0,5.0,31.0,31.83,20.74,13685.29,0.22,132.0,0.05,760.29,660.0,47.0,85.0,17.0,15.0,39.0,b'N'
7.0,7.0,0.0,0.0,4.0,3.0,3.0,23.0,18.5,28.59,15119.13,0.18,110.0,0.03,839.95,528.81,37.0,73.0,11.0,17.0,33.0,b'N'
6.0,8.0,1.0,0.0,6.0,6.0,1.0,20.0,33.61,19.0,12134.0,0.21,120.0,0.05,674.11,638.63,42.0,78.0,21.0,19.0,29.0,b'N'
2.0,9.0,0.0,0.0,5.0,5.0,3.0,34.0,50.69,16.0,12975.52,0.27,146.0,0.06,720.86,810.97,62.0,84.0,31.0,16.0,38.0,b'Y'
2.0,19.0,0.0,1.0,10.0,1.0,10.0,16.0,20.73,25.45,13434.72,0.18,111.0,0.04,746.37,527.79,35.0,76.0,11.0,16.0,23.0,b'N'
7.0,21.0,2.0,0.0,11.0,9.0,9.0,46.0,43.65,18.26,14554.04,0.27,146.0,0.05,808.56,797.08,58.0,88.0,27.0,17.0,57.0,b'N'
17.0,1.0,0.0,1.0,1.0,1.0,1.0,27.0,58.51,15.0,13165.87,0.29,174.0,0.07,731.44,877.72,60.0,114.0,22.0,11.0,47.0,b'Y'
6.0,9.0,0.0,10.0,5.0,4.0,3.0,21.0,26.11,24.56,15744.05,0.21,125.0,0.04,874.67,641.16,52.0,73.0,18.0,17.0,39.0,b'N'
12.0,23.0,0.0,9.0,12.0,3.0,1.0,84.0,46.17,18.12,15155.04,0.28,174.0,0.06,841.95,836.48,56.0,118.0,17.0,11.0,107.0,b'N'
2.0,7.0,1.0,0.0,4.0,3.0,1.0,26.0,33.38,19.48,12660.78,0.22,123.0,0.05,703.38,650.1,41.0,82.0,20.0,19.0,31.0,b'N'
4.0,5.0,0.0,0.0,4.0,2.0,1.0,24.0,26.51,24.0,15269.0,0.21,137.0,0.04,848.28,636.21,32.0,105.0,10.0,15.0,30.0,b'N'
3.0,7.0,1.0,1.0,4.0,4.0,1.0,35.0,36.91,20.06,14844.27,0.25,134.0,0.05,824.68,740.16,57.0,77.0,27.0,19.0,42.0,b'N'
3.0,13.0,0.0,0.0,7.0,7.0,1.0,19.0,20.73,26.47,14527.94,0.18,107.0,0.04,807.11,548.83,50.0,57.0,17.0,18.0,24.0,b'N'
3.0,15.0,0.0,2.0,9.0,3.0,4.0,39.0,38.03,19.38,14283.51,0.25,135.0,0.05,793.53,737.02,51.0,84.0,25.0,19.0,47.0,b'N'
3.0,25.0,0.0,0.0,13.0,2.0,8.0,31.0,46.71,16.47,12668.01,0.26,137.0,0.06,703.78,769.22,62.0,75.0,32.0,17.0,34.0,b'N'
3.0,13.0,1.0,2.0,7.0,4.0,5.0,13.0,20.49,25.11,12918.33,0.17,102.0,0.04,717.69,514.53,37.0,65.0,14.0,19.0,21.0,b'N'
4.0,17.0,0.0,11.0,9.0,6.0,5.0,18.0,32.83,20.0,13131.61,0.22,127.0,0.05,729.53,656.58,56.0,71.0,21.0,15.0,35.0,b'N'
1.0,11.0,3.0,0.0,6.0,3.0,1.0,21.0,17.26,29.33,14847.96,0.17,109.0,0.03,824.89,506.18,33.0,76.0,9.0,16.0,27.0,b'N'
3.0,3.0,0.0,0.0,2.0,2.0,1.0,20.0,27.96,21.65,13103.56,0.2,120.0,0.05,727.98,605.33,46.0,74.0,17.0,16.0,25.0,b'Y'
11.0,9.0,0.0,10.0,5.0,3.0,1.0,34.0,41.06,18.63,14257.41,0.26,141.0,0.05,792.08,765.1,57.0,84.0,26.0,17.0,57.0,b'Y'
1.0,19.0,0.0,12.0,10.0,3.0,9.0,24.0,29.14,21.47,13437.64,0.21,122.0,0.05,746.54,625.77,51.0,71.0,19.0,16.0,37.0,b'Y'
7.0,11.0,2.0,0.0,7.0,4.0,1.0,38.0,41.08,17.04,11923.17,0.23,124.0,0.06,662.4,699.84,40.0,84.0,27.0,23.0,49.0,b'Y'
5.0,7.0,0.0,0.0,4.0,4.0,1.0,43.0,56.19,15.97,14330.78,0.3,159.0,0.06,796.15,897.37,62.0,97.0,33.0,17.0,50.0,b'N'
7.0,7.0,0.0,3.0,4.0,3.0,1.0,34.0,62.88,14.48,13191.19,0.3,170.0,0.07,732.84,910.78,79.0,91.0,30.0,11.0,46.0,b'N'
25.0,9.0,0.0,19.0,5.0,5.0,1.0,51.0,63.13,14.0,12372.78,0.29,160.0,0.07,687.38,883.77,64.0,96.0,32.0,14.0,97.0,b'Y'
6.0,23.0,0.0,2.0,12.0,4.0,8.0,35.0,21.55,25.94,14503.5,0.19,109.0,0.04,805.75,559.09,49.0,60.0,17.0,18.0,45.0,b'Y'
9.0,5.0,0.0,1.0,3.0,2.0,1.0,35.0,34.68,19.95,13803.3,0.23,136.0,0.05,766.85,691.89,57.0,79.0,20.0,14.0,48.0,b'N'
9.0,7.0,0.0,0.0,4.0,4.0,1.0,27.0,43.28,16.32,11528.34,0.24,131.0,0.06,640.46,706.39,48.0,83.0,25.0,17.0,44.0,b'N'
12.0,13.0,0.0,1.0,10.0,5.0,1.0,49.0,56.03,15.06,12703.19,0.28,148.0,0.07,705.73,843.67,62.0,86.0,35.0,17.0,64.0,b'N'
1.0,13.0,0.0,0.0,7.0,4.0,1.0,27.0,28.77,22.11,14057.46,0.21,125.0,0.05,780.97,635.93,56.0,69.0,19.0,15.0,30.0,b'N'
5.0,7.0,0.0,4.0,4.0,3.0,1.0,30.0,37.33,19.79,14618.93,0.25,133.0,0.05,812.16,738.76,49.0,84.0,26.0,21.0,41.0,b'Y'
2.0,21.0,1.0,4.0,11.0,4.0,1.0,28.0,39.14,19.0,14131.17,0.25,145.0,0.05,785.07,743.75,57.0,88.0,21.0,14.0,38.0,b'N'
3.0,5.0,0.0,0.0,3.0,1.0,1.0,27.0,32.68,21.2,14686.72,0.23,134.0,0.05,815.93,692.77,53.0,81.0,20.0,16.0,33.0,b'Y'
5.0,11.0,2.0,0.0,6.0,6.0,1.0,34.0,56.63,16.0,14498.49,0.3,165.0,0.06,805.47,906.16,58.0,107.0,29.0,16.0,45.0,b'Y'
3.0,11.0,0.0,0.0,6.0,5.0,6.0,19.0,27.68,20.45,11581.23,0.19,105.0,0.05,643.4,566.19,45.0,60.0,22.0,20.0,22.0,b'N'
4.0,11.0,0.0,1.0,6.0,6.0,1.0,18.0,31.94,19.58,12249.47,0.21,124.0,0.05,680.53,625.5,47.0,77.0,18.0,15.0,25.0,b'N'
4.0,17.0,0.0,0.0,9.0,5.0,8.0,40.0,51.2,17.38,15465.98,0.3,164.0,0.06,859.22,889.91,72.0,92.0,29.0,14.0,46.0,b'N'
9.0,5.0,0.0,0.0,3.0,3.0,1.0,32.0,49.73,17.74,15650.11,0.29,172.0,0.06,869.45,882.24,68.0,104.0,23.0,12.0,43.0,b'Y'
3.0,17.0,0.0,1.0,9.0,7.0,9.0,25.0,24.32,22.22,12011.92,0.18,103.0,0.05,667.33,540.54,40.0,63.0,18.0,20.0,33.0,b'Y'
12.0,3.0,0.0,1.0,2.0,2.0,1.0,33.0,83.93,12.86,13873.95,0.36,185.0,0.08,770.77,1079.08,72.0,113.0,42.0,15.0,49.0,b'N'
2.0,9.0,0.0,3.0,5.0,2.0,1.0,30.0,15.98,30.0,14383.35,0.16,102.0,0.03,799.07,479.44,44.0,58.0,11.0,15.0,35.0,b'N'
7.0,13.0,0.0,1.0,7.0,5.0,4.0,34.0,24.91,22.17,12240.48,0.18,106.0,0.05,680.03,552.2,42.0,64.0,18.0,19.0,44.0,b'Y'
2.0,7.0,1.0,1.0,4.0,4.0,1.0,36.0,32.5,21.07,14425.97,0.23,127.0,0.05,801.44,684.82,51.0,76.0,23.0,19.0,42.0,b'N'
9.0,9.0,0.0,0.0,5.0,5.0,1.0,42.0,44.39,17.71,13920.86,0.26,140.0,0.06,773.38,786.06,61.0,79.0,31.0,18.0,53.0,b'N'
4.0,7.0,0.0,1.0,4.0,3.0,3.0,35.0,33.07,20.9,14441.62,0.23,129.0,0.05,802.31,691.12,59.0,70.0,24.0,17.0,46.0,b'N'
6.0,9.0,1.0,2.0,5.0,1.0,1.0,26.0,38.84,18.57,13396.47,0.24,143.0,0.05,744.25,721.35,65.0,78.0,21.0,12.0,37.0,b'Y'
3.0,19.0,0.0,0.0,10.0,4.0,5.0,28.0,15.83,31.91,16121.43,0.17,104.0,0.03,895.64,505.23,39.0,65.0,11.0,18.0,33.0,b'N'
0.0,9.0,0.0,3.0,5.0,5.0,1.0,26.0,32.99,19.0,11909.84,0.21,117.0,0.05,661.66,626.83,44.0,73.0,22.0,19.0,31.0,b'N'
11.0,9.0,0.0,1.0,5.0,3.0,1.0,26.0,29.49,21.53,13673.67,0.21,127.0,0.05,759.65,635.0,38.0,89.0,15.0,17.0,40.0,b'N'
2.0,9.0,0.0,0.0,5.0,5.0,1.0,24.0,36.44,18.11,11950.27,0.22,124.0,0.06,663.9,659.92,49.0,75.0,23.0,17.0,28.0,b'N'
3.0,29.0,0.0,0.0,15.0,3.0,14.0,35.0,44.61,17.33,13402.28,0.26,137.0,0.06,744.57,773.21,52.0,85.0,30.0,20.0,40.0,b'N'
5.0,3.0,0.0,1.0,2.0,2.0,1.0,19.0,25.4,24.23,14910.2,0.21,128.0,0.04,828.34,615.34,42.0,86.0,13.0,15.0,27.0,b'N'
4.0,15.0,1.0,7.0,8.0,5.0,3.0,25.0,17.68,29.42,15303.84,0.17,106.0,0.03,850.21,520.13,45.0,61.0,13.0,17.0,39.0,b'Y'
3.0,19.0,0.0,0.0,10.0,6.0,5.0,24.0,24.9,24.5,14945.0,0.2,122.0,0.04,830.28,610.0,49.0,73.0,16.0,16.0,29.0,b'Y'
4.0,15.0,1.0,3.0,8.0,4.0,5.0,34.0,15.71,30.91,15007.69,0.16,101.0,0.03,833.76,485.54,40.0,61.0,11.0,17.0,44.0,b'N'
7.0,11.0,0.0,0.0,6.0,6.0,1.0,38.0,36.98,18.16,12193.85,0.22,132.0,0.06,677.44,671.55,46.0,86.0,19.0,15.0,47.0,b'N'
2.0,11.0,0.0,0.0,6.0,3.0,6.0,27.0,18.98,25.44,12281.46,0.16,92.0,0.04,682.3,482.81,37.0,55.0,16.0,22.0,31.0,b'N'
6.0,13.0,3.0,12.0,7.0,5.0,4.0,36.0,46.44,16.81,13123.81,0.26,143.0,0.06,729.1,780.7,65.0,78.0,29.0,15.0,62.0,b'N'
5.0,7.0,0.0,0.0,4.0,2.0,1.0,19.0,25.7,25.15,16251.05,0.22,125.0,0.04,902.84,646.24,45.0,80.0,17.0,19.0,26.0,b'N'
11.0,9.0,1.0,2.0,8.0,2.0,1.0,53.0,53.86,16.23,14208.41,0.29,155.0,0.06,789.36,874.8,53.0,102.0,31.0,19.0,69.0,b'N'
8.0,11.0,0.0,0.0,6.0,4.0,1.0,47.0,48.7,16.96,14002.94,0.28,161.0,0.06,777.94,825.81,65.0,96.0,23.0,12.0,58.0,b'N'
5.0,15.0,0.0,0.0,8.0,4.0,5.0,25.0,31.66,19.6,12163.36,0.21,113.0,0.05,675.74,620.58,49.0,64.0,25.0,20.0,32.0,b'N'
3.0,7.0,0.0,0.0,4.0,2.0,4.0,17.0,24.86,23.5,13728.74,0.19,113.0,0.04,762.71,584.2,47.0,66.0,18.0,18.0,20.0,b'N'
3.0,23.0,0.0,0.0,12.0,5.0,5.0,57.0,63.77,15.83,15986.79,0.34,178.0,0.06,888.15,1009.69,76.0,102.0,36.0,15.0,64.0,b'N'
7.0,11.0,0.0,9.0,6.0,5.0,4.0,42.0,61.34,13.76,11621.51,0.28,152.0,0.07,645.64,844.3,72.0,80.0,34.0,13.0,60.0,b'N'
1.0,7.0,0.0,0.0,4.0,2.0,1.0,18.0,29.26,21.2,13152.29,0.21,120.0,0.05,730.68,620.39,53.0,67.0,20.0,16.0,23.0,b'N'
2.0,7.0,0.0,0.0,4.0,4.0,3.0,20.0,21.35,25.07,13412.0,0.18,108.0,0.04,745.11,535.05,47.0,61.0,15.0,16.0,22.0,b'N'
5.0,9.0,0.0,4.0,5.0,5.0,1.0,29.0,35.59,20.0,14235.72,0.24,132.0,0.05,790.87,711.79,44.0,88.0,22.0,20.0,40.0,b'Y'
2.0,23.0,0.0,0.0,12.0,12.0,1.0,53.0,53.91,14.96,12065.36,0.27,156.0,0.07,670.3,806.51,68.0,88.0,25.0,11.0,59.0,b'N'
4.0,9.0,0.0,1.0,5.0,1.0,1.0,22.0,8.94,38.4,13184.52,0.11,84.0,0.03,732.47,343.35,32.0,52.0,5.0,12.0,30.0,b'N'
15.0,9.0,0.0,17.0,5.0,4.0,1.0,22.0,21.18,25.5,13770.0,0.18,108.0,0.04,765.0,540.0,45.0,63.0,15.0,17.0,62.0,b'N'
7.0,3.0,0.0,2.0,2.0,1.0,1.0,24.0,28.49,23.22,15363.84,0.22,127.0,0.04,853.55,661.6,44.0,83.0,18.0,19.0,36.0,b'N'
14.0,5.0,0.0,5.0,3.0,3.0,1.0,31.0,49.1,16.69,13680.63,0.27,154.0,0.06,760.04,819.58,62.0,92.0,26.0,14.0,52.0,b'N'
6.0,11.0,0.0,5.0,6.0,2.0,4.0,33.0,22.95,26.6,16239.18,0.2,120.0,0.04,902.18,610.5,42.0,78.0,15.0,19.0,47.0,b'N'
9.0,7.0,2.0,10.0,4.0,2.0,3.0,26.0,30.72,20.48,12879.44,0.21,119.0,0.05,715.52,628.96,53.0,66.0,22.0,17.0,51.0,b'N'
6.0,15.0,0.0,1.0,8.0,4.0,1.0,34.0,18.36,27.44,13829.69,0.17,113.0,0.04,768.32,503.92,38.0,75.0,9.0,13.0,43.0,b'Y'
5.0,1.0,0.0,0.0,1.0,1.0,1.0,22.0,20.58,26.25,14181.33,0.18,125.0,0.04,787.85,540.24,35.0,90.0,8.0,12.0,29.0,b'N'
2.0,11.0,0.0,1.0,6.0,5.0,5.0,31.0,53.79,15.94,13658.79,0.29,157.0,0.06,758.82,857.13,76.0,81.0,31.0,13.0,36.0,b'Y'
4.0,9.0,0.0,4.0,5.0,5.0,1.0,49.0,62.7,14.67,13500.0,0.31,184.0,0.07,750.0,920.0,75.0,109.0,23.0,9.0,59.0,b'N'
3.0,21.0,0.0,0.0,11.0,3.0,9.0,22.0,32.4,20.43,13523.8,0.22,122.0,0.05,751.32,662.0,39.0,83.0,21.0,22.0,27.0,b'N'
2.0,13.0,0.0,11.0,7.0,4.0,1.0,28.0,22.53,24.28,13279.76,0.18,105.0,0.04,737.76,546.99,46.0,59.0,18.0,19.0,41.0,b'N'
9.0,15.0,0.0,0.0,8.0,5.0,7.0,37.0,38.11,20.46,15956.79,0.26,142.0,0.05,886.49,779.84,56.0,86.0,26.0,19.0,48.0,b'Y'
4.0,13.0,0.0,0.0,7.0,4.0,4.0,35.0,65.26,15.62,15920.32,0.34,174.0,0.06,884.46,1019.29,82.0,92.0,42.0,16.0,41.0,b'Y'
0.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,49.79,18.0,16132.76,0.3,193.0,0.06,896.26,896.26,54.0,139.0,15.0,10.0,13.0,b'N'
2.0,15.0,0.0,0.0,8.0,2.0,8.0,18.0,13.3,33.0,14482.46,0.15,87.0,0.03,804.58,438.86,33.0,54.0,11.0,22.0,23.0,b'Y'
7.0,14.0,0.0,0.0,8.0,5.0,1.0,32.0,24.6,22.91,12911.28,0.19,109.0,0.04,717.29,563.52,41.0,68.0,17.0,19.0,41.0,b'N'
7.0,7.0,0.0,7.0,4.0,3.0,1.0,33.0,26.94,22.84,14058.41,0.21,122.0,0.04,781.02,615.42,43.0,79.0,16.0,17.0,49.0,b'N'
7.0,15.0,0.0,5.0,8.0,7.0,4.0,46.0,41.47,19.33,15501.67,0.27,146.0,0.05,861.2,801.81,58.0,88.0,27.0,18.0,60.0,b'Y'
11.0,11.0,0.0,1.0,6.0,3.0,1.0,21.0,37.64,19.19,13863.58,0.24,142.0,0.05,770.2,722.42,62.0,80.0,21.0,13.0,36.0,b'N'
1.0,21.0,0.0,7.0,11.0,1.0,11.0,21.0,9.39,36.4,12446.39,0.11,82.0,0.03,691.47,341.93,28.0,54.0,5.0,13.0,31.0,b'N'
5.0,15.0,5.0,5.0,8.0,5.0,3.0,29.0,29.0,19.95,11543.38,0.19,108.0,0.05,641.3,578.62,38.0,70.0,20.0,21.0,46.0,b'Y'
8.0,11.0,0.0,10.0,6.0,3.0,5.0,37.0,44.48,18.67,15497.41,0.28,153.0,0.05,860.97,830.22,63.0,90.0,27.0,16.0,61.0,b'N'
5.0,7.0,0.0,0.0,4.0,3.0,1.0,30.0,24.04,23.04,12757.41,0.18,114.0,0.04,708.74,553.81,43.0,71.0,14.0,15.0,37.0,b'N'
8.0,13.0,0.0,0.0,7.0,6.0,5.0,43.0,37.62,18.57,12979.7,0.23,128.0,0.05,721.09,698.81,59.0,69.0,27.0,17.0,53.0,b'N'
4.0,5.0,8.0,2.0,3.0,3.0,1.0,33.0,30.65,20.86,13343.0,0.21,121.0,0.05,741.28,639.53,54.0,67.0,22.0,17.0,49.0,b'Y'
